page,rownum,result_1_to_50,resultpage_URI,votes,answers,title,question,tags,reputation,badges,views,age,link,link_source,link_title
webpage/url:http://stackoverflow.com/questions/tagged/r?page=1400&sort=newest&pagesize=50|,182,7,http://stackoverflow.com/questions/tagged/r?page=1400&sort=newest&pagesize=50,3,1,identify start and end terms of NA sections,"Let's say I have some data in R that looks like this: c(0.11 NA NA NA 2.76 3.65 NA NA NA NA 1.56) How might I efficiently extract the start and end terms of each ""block"" of NA values? If ...",r; na,1863,7; 18,91,Nov 2 '11 at 2:03,http://stackoverflow.com/questions/7975042/identify-start-and-end-terms-of-na-sections,/questions/7975042/identify-start-and-end-terms-of-na-sections,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=1&sort=newest&pagesize=50|,232,7,http://stackoverflow.com/questions/tagged/r?page=1&sort=newest&pagesize=50,-2,0,R language : add a new row multiple times in matrix [on hold],I have created a matrix in R by matrix(012). I want to add a new row multiple times in this matrix. I tried 1rbind() but it does not work. it overrides the new added row.,r,1,,20,39 mins ago,http://stackoverflow.com/questions/27844282/r-language-add-a-new-row-multiple-times-in-matrix,/questions/27844282/r-language-add-a-new-row-multiple-times-in-matrix,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=3&sort=newest&pagesize=50|,282,7,http://stackoverflow.com/questions/tagged/r?page=3&sort=newest&pagesize=50,0,0,simple R Time Series function plotting,thank you kindly for your time. I'm merely trying to plot a simple time series data set but am running into a number of basic issues (one of which I'll ask here). For example I have a notepad file ...,r; plot; time-series,1,,35,20 hours ago,http://stackoverflow.com/questions/27827464/simple-r-time-series-function-plotting,/questions/27827464/simple-r-time-series-function-plotting,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=1500&sort=newest&pagesize=50|,332,7,http://stackoverflow.com/questions/tagged/r?page=1500&sort=newest&pagesize=50,5,2,How can I add a background grid using ggplot2?,I'd like to add background grid to the center of the plot and then hide the standard gridlines. The corner points of the grid are stored in the pts data frame and I've tried using geom_tile but it ...,r; ggplot2,621,9; 22,2,Nov 17 '10 at 2:36,http://stackoverflow.com/questions/4200979/how-can-i-add-a-background-grid-using-ggplot2,/questions/4200979/how-can-i-add-a-background-grid-using-ggplot2,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=9&sort=newest&pagesize=50|,382,7,http://stackoverflow.com/questions/tagged/r?page=9&sort=newest&pagesize=50,0,0,I can connect to sql server from R but not from rStudio,"I connect to Sql server from R without problem using the following code RODBC library required conn <- odbcDriverConnect(""driver = dsnName"") However the same R version using the same code from ...",sql-server; r; rstudio,134,6,35,Jan 4 at 20:32,http://stackoverflow.com/questions/27770054/i-can-connect-to-sql-server-from-r-but-not-from-rstudio,/questions/27770054/i-can-connect-to-sql-server-from-r-but-not-from-rstudio,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=97&sort=newest&pagesize=50|,432,7,http://stackoverflow.com/questions/tagged/r?page=97&sort=newest&pagesize=50,1,1,How to create a factor interaction variable in R? Why can't I just multiply?,I'm doing an OLS regression and I'm trying to create an interaction variable. To do this as far as I know I just multiple two variables together. However that is not working. Let's say I have ...,r; statistics,16,3,89,Nov 16 '14 at 8:54,http://stackoverflow.com/questions/26955334/how-to-create-a-factor-interaction-variable-in-r-why-cant-i-just-multiply,/questions/26955334/how-to-create-a-factor-interaction-variable-in-r-why-cant-i-just-multiply,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=60&sort=newest&pagesize=50|,482,7,http://stackoverflow.com/questions/tagged/r?page=60&sort=newest&pagesize=50,0,1,printing multiple lines of renderText in Shiny,I am trying to get two lines of reactive values printed in the mainpage using two sequential calls to the renderText function. I am now only seeing the second value. If I remove the second ...,r; shiny,36,4,36,Dec 3 '14 at 17:39,http://stackoverflow.com/questions/27278147/printing-multiple-lines-of-rendertext-in-shiny,/questions/27278147/printing-multiple-lines-of-rendertext-in-shiny,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=94&sort=newest&pagesize=50|,532,7,http://stackoverflow.com/questions/tagged/r?page=94&sort=newest&pagesize=50,1,1,combine 2tables with duplicated hits in R,i have the following problem: I have a file looking like this: table1 Nb_ID Ly_ID NbID1 ID1 NbID2 ID2 NbID3 ID3 NbID4 ID4 ... And a second file: table2 CODE NAME IDENTIFIER ...,r; duplicates,6,3,31,Nov 15 '14 at 16:20,http://stackoverflow.com/questions/26947909/combine-2tables-with-duplicated-hits-in-r,/questions/26947909/combine-2tables-with-duplicated-hits-in-r,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=1200&sort=newest&pagesize=50|,582,7,http://stackoverflow.com/questions/tagged/r?page=1200&sort=newest&pagesize=50,0,2,Degree of a Network,I have started working with networks in R. I know there is a package in R called igraph that has many functions for network analysis and visualization. I want to calculate the degree of a small ...,r; graph-theory; igraph,73,1; 13,449,Oct 10 '12 at 2:07,http://stackoverflow.com/questions/12810972/degree-of-a-network,/questions/12810972/degree-of-a-network,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=20&sort=newest&pagesize=50|,632,7,http://stackoverflow.com/questions/tagged/r?page=20&sort=newest&pagesize=50,4,1,Avoid for loops by apply - worth the trouble?,I wrote a Rscript to bring some data in a desired format. In particular I just want to rearrange the dataset to finally have it in a format of 8 rows and 12 columns (96-well plate format). I nested ...,r,25,3,73,Dec 24 '14 at 20:57,http://stackoverflow.com/questions/27642106/avoid-for-loops-by-apply-worth-the-trouble,/questions/27642106/avoid-for-loops-by-apply-worth-the-trouble,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=800&sort=newest&pagesize=50|,682,7,http://stackoverflow.com/questions/tagged/r?page=800&sort=newest&pagesize=50,2,1,Algorithm to generate stars-and-bars alike solutions from a known one?,In my pursue of doing a Simulated Annealing heuristic to solve a problem I am trying to find the best way to generate neighbours of my current proposed solution. Solutions come in form of a vector ...,r; algorithm,66,6,121,Oct 4 '13 at 9:35,http://stackoverflow.com/questions/19177929/algorithm-to-generate-stars-and-bars-alike-solutions-from-a-known-one,/questions/19177929/algorithm-to-generate-stars-and-bars-alike-solutions-from-a-known-one,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=7&sort=newest&pagesize=50|,732,7,http://stackoverflow.com/questions/tagged/r?page=7&sort=newest&pagesize=50,0,1,change date format in r,a small problem here with a newbie R coder. I have a zoo series which looks like this: EBO.NZ MOW.NZ RNS.NZ RYM.NZ SPN.NZ Nov 2013 -0.026111144 0.09531018 ...,r; date; zoo,7,1; 4,49,2 days ago,http://stackoverflow.com/questions/27788716/change-date-format-in-r,/questions/27788716/change-date-format-in-r,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=1000&sort=newest&pagesize=50|,782,7,http://stackoverflow.com/questions/tagged/r?page=1000&sort=newest&pagesize=50,1,0,Mixed effects model in R using lme,I am analysing data for an observational study on trout growth. So there are plenty of NAs in the dataframe. Also different treatments have different numbers of observations. So I think this can be ...,r,16,1; 4,591,Apr 23 '13 at 13:41,http://stackoverflow.com/questions/16170903/mixed-effects-model-in-r-using-lme,/questions/16170903/mixed-effects-model-in-r-using-lme,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=93&sort=newest&pagesize=50|,832,7,http://stackoverflow.com/questions/tagged/r?page=93&sort=newest&pagesize=50,0,0,Failed to run R script in Java process,In my Linux envirenment I can run R script and load a package e.g. rJava. But when I create a process in Java to run the R script it will exit just when load the package. One thing to note is that ...,java; r,1,1,16,Nov 18 '14 at 4:43,http://stackoverflow.com/questions/26986725/failed-to-run-r-script-in-java-process,/questions/26986725/failed-to-run-r-script-in-java-process,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=1100&sort=newest&pagesize=50|,882,7,http://stackoverflow.com/questions/tagged/r?page=1100&sort=newest&pagesize=50,10,3,How to change legend title in ggplot (density),"I have the following plot like below. It was created with this command: >library(ggplot2) >df <- data.frame(cond = factor( rep(c(""A""""B"") each=200) ) rating = c(rnorm(200)rnorm(200 ...",r; plot; ggplot2,5662,29; 106; 181,15,Jan 31 '13 at 9:31,http://stackoverflow.com/questions/14622421/how-to-change-legend-title-in-ggplot-density,/questions/14622421/how-to-change-legend-title-in-ggplot-density,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=50&sort=newest&pagesize=50|,932,7,http://stackoverflow.com/questions/tagged/r?page=50&sort=newest&pagesize=50,0,1,Applying function to specific rows using for loop R,"I am having trouble to set correctly the rows that I need to pass to a function. I have ""calculating functions"" and ""row selecting functions"". The functions that I use to calculate are doing what I ...",r; function; for-loop; subsetting,99,1; 8,60,Dec 8 '14 at 15:56,http://stackoverflow.com/questions/27361780/applying-function-to-specific-rows-using-for-loop-r,/questions/27361780/applying-function-to-specific-rows-using-for-loop-r,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=90&sort=newest&pagesize=50|,982,7,http://stackoverflow.com/questions/tagged/r?page=90&sort=newest&pagesize=50,0,1,How to reduce white margins in Shiny,"I have problem with plot output in Shiny. Using standard ggplots I have correct output means without extra white margines but when I'm using ""ggmap"" package (which outputs are also ggplot type) ...",css; r; shiny,1,1,38,Nov 19 '14 at 8:00,http://stackoverflow.com/questions/27011731/how-to-reduce-white-margins-in-shiny,/questions/27011731/how-to-reduce-white-margins-in-shiny,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=6&sort=newest&pagesize=50|,1032,7,http://stackoverflow.com/questions/tagged/r?page=6&sort=newest&pagesize=50,1,1,adding edges and vertices without duplication in igraph (R),"Tried to create an empty graph and add edges and vertices. library(igraph) g<-graph(edges =NULLn=NULLdirected =FALSE) g=g+vertices(""5""""6"") g=g+edge(""5""""6"") However when I try to do ...",r; igraph,11,3,26,2 days ago,http://stackoverflow.com/questions/27799107/adding-edges-and-vertices-without-duplication-in-igraph-r,/questions/27799107/adding-edges-and-vertices-without-duplication-in-igraph-r,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=4&sort=newest&pagesize=50|,1082,7,http://stackoverflow.com/questions/tagged/r?page=4&sort=newest&pagesize=50,0,2,R Apply function on data frame columns,I have a function in R to turn factors to numeric: as.numeric.factor <- function(x) {as.numeric(levels(x))[x]} and I have a dataframe that consists of both factors numeric and other types ...,r; dataframes; apply; numeric,1,,43,yesterday,http://stackoverflow.com/questions/27818713/r-apply-function-on-data-frame-columns,/questions/27818713/r-apply-function-on-data-frame-columns,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=5&sort=newest&pagesize=50|,1132,7,http://stackoverflow.com/questions/tagged/r?page=5&sort=newest&pagesize=50,1,2,R new column summarizing count of groups of columns,"library(data.table) df <- structure( list( type = c(""AAA"" ""AAA"" ""AAA"" ""BCD"" ""BCD"" ""BCD"" ""EEE"" ""EEE"" ""EEE"" ""EEE"") date = c(""2015-01-01"" ""2015-01-01"" ""2015-01-01"" ...",r; data.frame; data.table; dplyr,37,4,60,yesterday,http://stackoverflow.com/questions/27807909/r-new-column-summarizing-count-of-groups-of-columns,/questions/27807909/r-new-column-summarizing-count-of-groups-of-columns,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=700&sort=newest&pagesize=50|,1182,7,http://stackoverflow.com/questions/tagged/r?page=700&sort=newest&pagesize=50,0,1,Pass Individual Arguments from a Vector to a Complex Function,Problem: What is the best way to loop through a vector of IDs so that one ID is passed as an argument to a function the function runs then the next ID is used to run the function again and so on ...,r; function; loops,7,2,39,Dec 11 '13 at 22:38,http://stackoverflow.com/questions/20531383/pass-individual-arguments-from-a-vector-to-a-complex-function,/questions/20531383/pass-individual-arguments-from-a-vector-to-a-complex-function,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=600&sort=newest&pagesize=50|,1232,7,http://stackoverflow.com/questions/tagged/r?page=600&sort=newest&pagesize=50,0,0,Check if webpage is busy?,I have written a script to to extract certain information from a site the code runs fine but its awfully slow (i have compiled the function and enabled JIT) how can I check if the delay is due to ...,html; r; httr,57,5,71,Feb 16 '14 at 17:53,http://stackoverflow.com/questions/21815074/check-if-webpage-is-busy,/questions/21815074/check-if-webpage-is-busy,
webpage/url:http://stackoverflow.com/questions/tagged/r?page=99&sort=newest&pagesize=50|,1282,7,http://stackoverflow.com/questions/tagged/r?page=99&sort=newest&pagesize=50,1,3,How to generate symmetric random matrix?,I want to generate a random matrix which be symmetric. I have tried this: matrix(sample(0:1 25 TRUE) 5 5) but it is not necessarily symmetric. How can I do that?,r; random; matrix; symmetric,3229,4; 18; 42,48,Nov 14 '14 at 19:12,http://stackoverflow.com/questions/26937215/how-to-generate-symmetric-random-matrix,/questions/26937215/how-to-generate-symmetric-random-matrix,
